date,symbol,opening_range,risk_pct,tp_multiplier,direction,triggered,outcome,pnl,return_pct,orb_high,orb_low,orb_range
2025-10-20,GLD,15m,0.01,2.0,long,True,SL,-100.0,-1.0,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.01,2.0,short,True,SL,-100.0,-1.0,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.01,1.0,long,True,SL,-100.0,-1.0,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.01,1.0,short,True,SL,-100.0,-1.0,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.01,0.5,long,True,TP,50.0,0.5,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.01,0.5,short,True,TP,50.0,0.5,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.02,2.0,long,True,SL,-200.0,-2.0,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.02,2.0,short,True,SL,-200.0,-2.0,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.02,1.0,long,True,SL,-200.0,-2.0,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.02,1.0,short,True,SL,-200.0,-2.0,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.02,0.5,long,True,TP,100.0,1.0,397.5299987792969,395.8599853515625,1.670013427734375
2025-10-20,GLD,15m,0.02,0.5,short,True,TP,100.0,1.0,397.5299987792969,395.8599853515625,1.670013427734375
